category,displayName.text,formattedAddress,rating,id,userRatingCount,internationalPhoneNumber,googleMapsUri,websiteUri,photo_url,latitude,longitude
decorator,A M Painters - Interior Decorators,"A M Painters Interior Decorators Shop No. 18 and 19 Gr Floor Kamat Complex Sitara Motors Colmoroad, Navelim, Madgaon, Goa 403707, India",4.9,ChIJp1W0cAizvzsRF1SgxydWFVA,323,+91 90752 91136,https://maps.google.com/?cid=5770613226398045207,http://www.ampainters.in/,https://lh3.googleusercontent.com/places/ANXAkqEn71oP3vc0PUGiypyp5BEVY6nHEZuFfJcT33c5IyFDu-1T8xnVhnjSs8YyjzaEPTtmOt8bfrF_m7MdviBaLEtTXh34LHeHZgM=s1600-w400,15.2619946,73.9627492
decorator,Creative Touch Events - Suprise Planners And Event Management Company Goa,"near Sateri Temple, Ghateshwar Nagar, Khorlim, Mapusa, Goa 403507, India",4.8,ChIJlQ7PjSzrvzsRi1u3945Cs8M,60,+91 90493 86660,https://maps.google.com/?cid=14101688040035933067,https://instagram.com/_creativetouch_events?utm_medium,https://lh3.googleusercontent.com/places/ANXAkqGU8Gq4KMAwCGx_T4H-uzjAmLi4cncUs2tcp4LSW9l3yut1vtt-MNLZX5DgKPP9s7bRItezegK2NBR7WqxIjTJgp4a74i7Rt24=s1600-w400,15.5964962,73.8015401
decorator,Trisha Events - best balloon decorator in goa,"ucassaim, lourdes waddo, Mapusa, Goa 403507, India",4.9,ChIJ3ULv0f3rvzsRZgCFCKPZOXc,69,+91 87880 79135,https://maps.google.com/?cid=8591137058431762534,NAN,https://lh3.googleusercontent.com/place-photos/ADOriq0f8dIUUF7qr34dDrqTi8yd3z3WMHuoQJf2wSvU84ElxpDvg8ahkCryl2chs_vynsF-jljHGH4_7HuDy9jpxviwK-SFleb7fMF10tufWBULaITaRJWVTNAM5WN3n3OqhEi51puYdMtjPmzQ5w=s1600-w400,15.5761205,73.8370779
decorator,Tradowest Events Goa,"1st, Anand Chambers, shop No. 146, near SBI Bank, Vaddem, Vasco Da Gama, Goa 403802, India",4.5,ChIJh9Sxz4nHvzsRA9hH-PXnPp8,121,+91 70200 53988,https://maps.google.com/?cid=11474863944205064195,NAN,https://lh3.googleusercontent.com/places/ANXAkqFxV8WKU3P-uxQ5ri3SvMI7uFOYq2Y0iXcy9Dpv_i7wDdFcyKIkrNqLmZAsPz6eW_xviP0Aq9j6BxWC5-Nd7I9z1NwolAQzFpM=s1600-w400,15.3993702,73.8134855
decorator,B Unique Creation Surprise Planners & Proposal Planners Goa,"109/13, behind sateri temple, Ghateshwar Nagar, Khorlim, Mapusa, Goa 403507, India",4.9,ChIJHzXSfTrrvzsRA7viuWeVcV0,275,+91 93568 87319,https://maps.google.com/?cid=6733327190628416259,https://www.instagram.com/bunique_creation/profilecard/?igsh=NGtzY3NhcWdpYXpm,https://lh3.googleusercontent.com/places/ANXAkqGq44DzuMNAT8dCYDVNaM39j8K32JJtn-nE-i5ZupnhQAhyHG9kA-3NMYRAwhnthgq1TV9cNYd8sNH60BC4cPhlGfl9pGSW2G4=s1600-w400,15.5958645,73.8004361
decorator,Ashv Events,"office no 715 7th floor, gera star building, next to central library, Patto, Patto Centre, Panaji, Goa 403001, India",5,ChIJsaMQqv7BvzsRs0BhuSAXOxw,22,+91 98903 93759,https://maps.google.com/?cid=2034245086004461747,https://www.instagram.com/ashvevents/?utm_medium=copy_lin,https://lh3.googleusercontent.com/places/ANXAkqGkI7IAfZKluRm7uoBFAv3nmzOuahqbS2cFp_ShOontIblc2TV6zlArF55QNeMAsOVrIxI7KbQos1HcpITt8vGQy7FvookZPjM=s1600-w400,15.4945075,73.8332834
decorator,Weddings De Goa,"Ucassaim , Pello Vaddo, Bardez, Goa 403507, India",4.9,ChIJf5kN68zqvzsR5-X9-9TstG8,240,+91 95297 43103,https://maps.google.com/?cid=8049318833522861543,https://www.weddingsdegoa.com/,https://lh3.googleusercontent.com/places/ANXAkqEnj_ekvYpjv9N-41dRMPkOqcqUdEIBIjubn2JVpPfEMPiqdjIQFQJy2zevBFCt0K-Cc-wu0RhNaTiNi0pGaYD-CpE4ebim7vo=s1600-w400,15.5811193,73.8402819
decorator,KFS Decorators - Creative Interior Designer & Interior Contractor Services,"Gogol, Madgaon, Goa 403601, India",5,ChIJFyr7lGizvzsRscxczpIYD5E,18,+91 93079 47139,https://maps.google.com/?cid=10452600278956690609,http://www.kfsdecorators.com/,https://lh3.googleusercontent.com/places/ANXAkqErg0c_EnuQeaDku4it-5JYgOyUV_VB_aMS8bM_xbSflRj6LnCPuQ_5v2FuUFFaWOvmOcr7LAn8eVj28AvPWCLZsHar_xrFEVE=s1600-w400,15.288193,73.990349
decorator,Raj Entertainment events / sound,"Bhandiye bhat, Alto- Betim Porvorim, Penha de Franc, Goa 403101, India",4.8,ChIJdb62PNrBvzsR6xJ_Hb49_xM,96,+91 88300 01084,https://maps.google.com/?cid=1440938292529795819,https://rajentertainment.in/,https://lh3.googleusercontent.com/places/ANXAkqGrLGZh6_G1Gol_bBhXpOZOdkqPFYDxJNY7wMIWiV6G7Anir0GhyNS3gDsuFg5VEq9uMQ7CcYeZRnqgs4ZACRR82QHxze-u2Zc=s1600-w400,15.5071142,73.8303168
decorator,VLW GLOBAL,"Adwalpalkar Horizon, Unit II - A - 203, near Sinq Edge, Donapaula, Durgavado, Goa 403004, India",4.8,ChIJrYFT6ITAvzsRBFgjpAof4wc,34,+91 83906 06165,https://maps.google.com/?cid=568332108542728196,https://www.vlwglobal.com/,https://lh3.googleusercontent.com/places/ANXAkqGzOKbgiGkkEuIHUU3KDl_cA5TAJmjJD-Tf5YVwPbq0K-nM5cP1Hp0skq4lvg0hpYCsJ0s33haOGZygZGktNkWIlOVcyUhkxOo=s1600-w400,15.4610029,73.8219842
decorator,Exotic Goa,"F4, 1st Floor, Osia Mall Bldg, Bus Stand, near KTC, Fatorda, Madgaon, Goa 403601, India",4.9,ChIJ-Uh7E-SzvzsRvctU6Ec6qms,149,+91 98229 71391,https://maps.google.com/?cid=7758077388614060989,http://exoticgoa.in/,https://lh3.googleusercontent.com/place-photos/ADOriq1tWpT1fs7xiDWiHTyeDSKyN-r9BNB-wksFU1jjUxSIPjC5zpv7p1CR1oc2r8uQ4I8kc4lKkgc8xZZdqm9wzRQ8C4rkfwv552HGl7P8wSMwCL70Ny8S6P0y2-B1pcFmu4JaCJwKZH2PCQLe=s1600-w400,15.2860634,73.9562465
decorator,Chodankar Decorator,"Near, IDC, Dicholi, Goa 403504, India",4.9,ChIJnb15AG6WvzsRSHdau4bDGHI,17,+91 78756 39954,https://maps.google.com/?cid=8221536103201142600,NAN,https://lh3.googleusercontent.com/places/ANXAkqG8ryZPBpPeSRs7EDM097XwtXAXzDMXJ1u8NWIhAbBa2gReGJsccCWn7ddU-osXrYvwnJyhKRO0X6TgY_Kge_gZIOYW0-qWaKM=s1600-w400,15.5832542,73.9577603
decorator,NJ Party Planners,"Shop no. 12, Junta House, 18th June Rd, opposite Hotel Fidalgo, Altinho, Panaji, Goa 403001, India",4.8,ChIJxYiGvmPBvzsRyrzci3ZTwn0,290,+91 95507 35656,https://maps.google.com/?cid=9061897168840604874,http://www.beachdecorationsgoa.com/,https://lh3.googleusercontent.com/places/ANXAkqGYX14muKOe2retsWzah2Wnj3mTHaMXRs_B0xjDsNsndvVF_9B2S46_2w6pacNOxGAwwyG0x3xdw84AaB1wew5VAOah1_ICfaw=s1600-w400,15.4968035,73.8244051
decorator,Raj Decorators,"Av. Teófilo Braga, Panaji, Taleigao, Goa 403001, India",4.3,ChIJ3Zdbhr3AvzsRyxtfFQESJ7s,4,+91 98221 44401,https://maps.google.com/?cid=13485767405047061451,NAN,https://lh3.googleusercontent.com/places/ANXAkqEvQt85vU3tqvFPFa2PUJg26aLmjSKBnIBwJbXMKHvFwVj_2SyQHZn8ibeaI_D9rId2YsEXZA-Ltj5_5cWOwaqYwWNSQpnj9DY=s1600-w400,15.4817235,73.8266452
decorator,SS Creations Goa - Surprise planners & event management company goa,"Hno 412, Ghateshwar Nagar, Ganga Nagar, Khorlim, Mapusa, Goa 403507, India",5,ChIJ29GvOMTrvzsRi2ZQepldNsE,23,+91 82086 38533,https://maps.google.com/?cid=13922418211825936011,https://wa.me/message/ANTE2TC5KVUBE1,https://lh3.googleusercontent.com/places/ANXAkqHofKeClVtkJ7LNspRqSa0mhTNJmijPTuiRhl_NT0Xoqms4fDIP2owFQ13F5VJXuNk0HxqkixeiBvYoJS9R83nyWBG3nw01XCU=s1600-w400,15.5976976,73.8059215
decorator,NZM DECORATORS,"SHOP NO 3, 4, SITA ENCLAVE BLDG, opp. ROAD OF BANK OF MAHARASHTRA, Gogol, Madgaon, Goa 403601, India",4.3,ChIJiVZ-y3qxvzsRbP8TIq60NM0,17,+91 98223 85354,https://maps.google.com/?cid=14786642136553226092,NAN,NAN,15.281741,73.9844666
decorator,Dream creation events,"H.no 2408 Hill View Colony Muslim Wada, Dicholi, Goa 403504, India",4.7,ChIJ8WQ5iuqXvzsRC432HbFlQLY,19,+91 87881 49303,https://maps.google.com/?cid=13132608324798680331,NAN,https://lh3.googleusercontent.com/place-photos/ADOriq2KLcmloShkxkYa0Mx-GtF2QrGBI6MIFiEja2Rkqk8LU1I9Mznx0VHYdyxLNU9mNI2WG1ZvbXekgxZUKMNE2Nd_qZfpYdCOGEqF8RSaBi-yOat6-tD-tnzFnyq1WmpvUaenM4i9x4pmiGm9=s1600-w400,15.5873487,73.9553382
decorator,Karim interior,"shop no. 4 Gazala Ameen Complex plot no.137 3A Zuarinagar Birla Zuarinagar birla, Zuarinagar, Goa 403726, India",4.9,ChIJl-91gRq3vzsR9hutHR-Mqkw,350,+91 86249 64786,https://maps.google.com/?cid=5524381958193093622,http://www.kariminterior.co.in/,https://lh3.googleusercontent.com/places/ANXAkqGKizCE9sqYS3MrXbXxbschP4mZEMvi-vQBlai7kDEuB3ss0QWmJU4TlMbPFl7nv1MKFXvq6smjnPU0z1QDtXx1B6iCIudYxNA=s1600-w400,15.3808884,73.8731617
decorator,Leave it tO ME,"near balganesh temple, Aquem Alto, Madgaon, Goa 403601, India",5,ChIJ9ztUTsGzvzsRkG8SVDf8lcQ,23,+91 90495 04437,https://maps.google.com/?cid=14165505517527658384,https://www.facebook.com/leaveittomebyok/,https://lh3.googleusercontent.com/place-photos/ADOriq0bU7_rUh0NzJOuZrQlAtagaVcBvIkkgC7hArViwaEZizz83su9uKd9rUufJEV2vNwBA7nbK9nGOUClH3EDHiA6IRZWyPOL1JgQePNTO10OwhOCFYInrA7-nHJCmLuukI_77jirC1xe6xuTnA=s1600-w400,15.2728137,73.9722308
decorator,Lino Decorators,"Gavon Rd, near PWD Water Tank, Carmona, Goa 403717, India",4.6,ChIJ7_DbyUyzvzsROsQbfvHXCS0,25,+91 97637 41720,https://maps.google.com/?cid=3245362438699992122,NAN,https://lh3.googleusercontent.com/place-photos/ADOriq3wZi1Tzs0VgJZarnDoyNjZw7Grt9quzWwVuTbxFL-uwt3CJdu7L_rLy5FJ_KTelQNfrYbqkB-kC113GUzdmbeEFx_Xs7a0FW9Lek8iHz5ojrH1zLnKxJ9TaeTRMSlxoncKEMK8hFyd4L-F0w=s1600-w400,15.1965795,73.9521435
decorator,VIVID PRODUCTIONS - Events | weddings | Private Parties Planner,"Alto, Green Valley, Dabolim, Vasco Da Gama, Goa 403802, India",4.7,ChIJA6COzA65vzsRIswu5h8s-R4,34,+91 83296 30856,https://maps.google.com/?cid=2231863605856226338,NAN,https://lh3.googleusercontent.com/places/ANXAkqFih_DbaessmkHI8YsKfPQaDHWJhqjm4-f4TQuS1qbnCrOGp1reBfJTmVv6ejwo8-Rbjq4ol9uBUGZRL4iqFpVJlsQAvNMVnZQ=s1600-w400,15.3883447,73.8469788
decorator,RN GROUP'S (total event solutions) ponda- Goa,"hno 114/2, near mgc school, Gaunem, Bandoda, Ponda, Goa 403401, India",5,ChIJU5AEhS67vzsRu3JME1OZ7Ks,88,+91 85509 16572,https://maps.google.com/?cid=12388445257074504379,https://rneventsgoa.com/,https://lh3.googleusercontent.com/place-photos/ADOriq1Bf9iQHvzyVdb2FpBMXjlvyej9YmAWMaiRjbiB6br76SwARlmR9OOfrN_yFL3rfASgP0f92_uAl20sO1630_33na4xt3ZxlLG76np7QjDVAB2LRBBqfEgaJ4OyTlALsdSsIt4MBiokFmww1cU=s1600-w400,15.4153775,73.9669384
decorator,Surprise Planners Goa - Surprise Crafterz,"H.no 109, Nagoa, Verna, Goa 403722, India",4.9,ChIJLVSX6j63vzsR5yddTtBQa88,385,+91 87660 87377,https://maps.google.com/?cid=14946128643957270503,https://www.surprisecrafterz.com/,https://lh3.googleusercontent.com/places/ANXAkqEI0BAQ78fUkWRVNSsRk9mib1U9pYV_YdawIZAotWdcdTucFcendWTUjwegaQ9irJ5i7KonfH_L2c5qPb7mp4qluvEJG6F4c6I=s1600-w400,15.3567757,73.9273459
decorator,S Nizami Interiors,"Gogol, Madgaon, Goa 403602, India",4.7,ChIJVVVVlSmyvzsRbQgpNRTx_iE,528,+91 88058 14123,https://maps.google.com/?cid=2449660316429650029,https://snizamiinteriors.co.in/,https://lh3.googleusercontent.com/place-photos/ADOriq2LnMp_5bkwHJgagi12YkCggqXE5q9YvwiOYLnPSW4zKyN8rkqifs8eCSXl-Yvjgu6rt3h614-XOBFA41NyP8kcNHDMPs4cB8lGR0vcOKxQdDnxKyTOpdFwbg6gsGp-ppd6UloWbZXs0lFv1BU=s1600-w400,15.2860853,73.97958
decorator,GoldenTree Wedding Planner | Your Preferred Wedding Planners In Goa,"Opp. Marriott Spa and Resort, Caculo Colony, Miramar, Panaji, Goa 403001, India",4.9,ChIJwTTpOoPAvzsRZ6QJB5oZ5TE,20,+91 72190 77755,https://maps.google.com/?cid=3595308026858939495,NAN,https://lh3.googleusercontent.com/places/ANXAkqHkV7L3Zi_Hp57_Tf68PJ8AX1XP-x2fWoT5qH6_z6wgXFKPI20r13HGYpYcJfp2k077thSRzhLEt6WDGiS2h3PA0ebeqdA_TGQ=s1600-w400,15.4872601,73.8106847
decorator,Plan On Perfection Goa India,"Vancio Vaddo, Mapusa, Guirim, Goa 403507, India",5,ChIJJ0WCCRnrvzsRp6Rtw5vk3hI,23,+91 98230 18358,https://maps.google.com/?cid=1359775495162274983,NAN,https://lh3.googleusercontent.com/places/ANXAkqHpVXaIQW6VPXbPJEdQI-KPRvKAbSGas6ClvDgfrSywDrY0AGh9qBW5MPIyxLxtpdmc3yOjuYAPOEOusIllOplX1uc1GExlCQY=s1600-w400,15.5799512,73.8075111
decorator,Dias Decorators Goa (Production House),"Shantabhan Complex, before tiles factory, Panaji, Mersi Tem, Goa 403005, India",5,ChIJ____P6nAvzsR8ZiuJGxDfJY,1,+91 98221 77877,https://maps.google.com/?cid=10843616134552262897,NAN,https://lh3.googleusercontent.com/places/ANXAkqHVfilxlWXDwGQThL4TygK3FNNn_s6eon-TE_sFvhX8SkDM9IEmFrcXlJIw2mY3Rk9zpuK0p9XkXfLtDlqECTYq69B7s10oppo=s1600-w400,15.4854755,73.8670792
decorator,Classy Reflections,"Zari, near chaitanya enterprises, jaycyee nagar, Curti, Ponda, Goa 403401, India",4.8,ChIJeYDpil67vzsRSZOUDLuPM0A,51,+91 75071 07905,https://maps.google.com/?cid=4626199275772351305,NAN,https://lh3.googleusercontent.com/places/ANXAkqESExapC2ezRSgh0_vhjYJj6Us1-lduJcjoD0E7bQ3ZoBAXvyRYMa3MvkBnhk-tWYDxeoEPF56_e9tpqvO-fZ-5aRtBGq4htps=s1600-w400,15.4053374,74.0168291
decorator,Goa Event Planners,"68, Raikar road, Pajifond, Madgaon, Goa 403601, India",4.9,ChIJfxXRvsKzvzsR5PuAbd6uOzw,55,+91 78293 97978,https://maps.google.com/?cid=4340254936244747236,http://www.goaeventplanners.com/,https://lh3.googleusercontent.com/place-photos/ADOriq3Rl84At9lAQ8v-TcE7mC62zDH94zsS8G184T4h8x6fMkNQLZGK69g0KC8OP_TyXcamENJmDBt13J12DpBhYr0Whc-ifQL_AMILixCehWcrlHN_yAxkEQRyUEWFSyVDPcsnumraSaOsTHAZJw=s1600-w400,15.2742072,73.963397
decorator,SN Deco Decorator,"Galaxy hospital, Duler Ground Rd, Mapusa, Goa 403507, India",4.8,ChIJdQVbVnbrvzsRLKg29Jp5YJQ,9,+91 86689 52492,https://maps.google.com/?cid=10691679221806704684,NAN,https://lh3.googleusercontent.com/places/ANXAkqH_uJjXAMN4Y_Z4XtW7llgCu1BD7SzJfXhYs8tn-w0EEla6J3fA-UzjMtOaN6erNJ-5U3uKLCvpmSsbhzVntKBQImBglycuWA=s1600-w400,15.6088736,73.8114372
decorator,The Jugaad Events and Entertainment,"Mosque, Near, NH 66, Verna Industrial Estate, Verna, Nagve, Goa 403722, India",4.6,ChIJK8yT_ri3vzsRixefikC2_Gg,22,+91 86985 47314,https://maps.google.com/?cid=7565121862395434891,NAN,https://lh3.googleusercontent.com/places/ANXAkqFdJzQAaSw3PUX_vcwlBOb1BtKFxq7QWMN5LU0HW1guxh6FakKuel8KF1Iyk79D2RpKOiFxGRLGaHchR_umNv53ObHKDBwWahg=s1600-w400,15.3641057,73.9260685
decorator,Win Events & Decoration,"shop no.6, Royale Arcade, Murda Grande, Nuvem, Goa 403604, India",4.9,ChIJ18UiFuuxvzsRKXVMOThWf0Y,7,+91 79729 20815,https://maps.google.com/?cid=5079873704176678185,http://wineventsndecor.com/,https://lh3.googleusercontent.com/places/ANXAkqHhWMWmVLv9yHbBobmz52XBkpL01kxv1_2eFYmQax1k2yFtkvjMSIyPZ-AC--1MToakyo-y2bnq0D_eY3hAB7gVZH_cK9J65m4=s1600-w400,15.3078037,73.9333768
decorator,Vidhata Decorators,"H.No 193, near ShantadurgaTemple, Sancoale, Goa 403710, India",5,ChIJox9mec25vzsRcHb84tcqU9s,4,+91 93254 70762,https://maps.google.com/?cid=15804022624087733872,NAN,https://lh3.googleusercontent.com/places/ANXAkqHKZ5DqCpHSGV69S6zZaGEq4z80XC4WUCts7yAb7gFqp51JfLLMG4kw_XV1X_OcLE6EL252o16oqeOMwUdrsRR5W7wQUkqExzs=s1600-w400,15.3904766,73.8948295
decorator,Shree Decorators & Sound,"H.NO 55, Freitas waddo, Verla, Parra, Goa 403510, India",4.5,ChIJpaElcWDrvzsRhohlLGve8sk,4,+91 91689 31125,https://maps.google.com/?cid=14551937897875212422,NAN,https://lh3.googleusercontent.com/places/ANXAkqEvXFmnhWWpNd7oho1jzRMS5Q7HhDWwu-uvXBZdu5cwQp7xOXCgSQGZkFdFmlx5E8Yg9DfJWb__-O1BtG-c_7gv7VjaVISFju0=s1600-w400,15.5859869,73.7810029
decorator,Yelow Door Interiors Goa,"A1 T1, 3rd Floor, Vibhav Park, Above Neomi's Salon, Borda, 403602, above Smokin Joes, Borda, Goa 403604, India",4.9,ChIJqS-ENMOxvzsRgVrvfFjR94k,54,+91 90111 48596,https://maps.google.com/?cid=9941644880427047553,NAN,https://lh3.googleusercontent.com/places/ANXAkqEVgQQO3d2tDrq-IcQMXJz1EQ3OPgVt7eC1KsLAgLf7o3bN4TKWxG6UlgsNYEU1LmKoZR_0_snELu8KzFsSM3VOjrd-RLiq_pQ=s1600-w400,15.2828243,73.9706109
decorator,Guru Krupa Interior Goa,"Panaji, Taleigao, Goa 403002, India",4.8,ChIJl6qqqrfAvzsR1EIRekLeJlY,25,+91 96023 28864,https://maps.google.com/?cid=6207893513473966804,http://www.gurukrupainterior.com/,https://lh3.googleusercontent.com/places/ANXAkqHGG6y-jEwNCFVJcoz3kAAXesS5DQDH9LrYoPUmptHvveXp1cMJhos-JP7w6CBFGp79mobYyt7hHILRD4361YWQOe7BKc0piUY=s1600-w400,15.466958,73.820304
decorator,Unique Balloon Decorator Surprise Couple Decoration Service,"301,H-block pedro Martina resort. Calangute-candolim road, Gauravaddo, Calangute, Goa, 403516, India",4.3,ChIJn-her0TBvzsRqcggo4OSr48,12,+91 88392 57509,https://maps.google.com/?cid=10353655162423265449,https://ubdgoa.digitalbhaiya.in/,https://lh3.googleusercontent.com/places/ANXAkqFtixaNM0IaLfc1zpVqn22_iqLrzkB9TpTXiRvzV3zmTXXLuIdyiH5bjMY2dUJXBgiNSjrGEuYiSrpjNj5rZ2wsXCZVsa7gj8s=s1600-w400,15.5366278,73.7636901
decorator,Surprise Goa,"Nanu Tarkar Pednekar Rd, Fontainhas (quarter), Altinho, Panaji, Goa 403001, India",4.8,ChIJA7BJoJrAvzsREOuyVSCJfC0,237,+91 86684 27632,https://maps.google.com/?cid=3277645400788626192,http://www.surpriseconsultants.com/,https://lh3.googleusercontent.com/places/ANXAkqGIrUFjVG11Fy2sGwAUbWPPmhwZBldDr_JIXIK18_bxlszxckUX_6LvGMhULAaXF0eL0t0kG1AwcpUHAZjTDA70mEaaRYtvtCI=s1600-w400,15.4930555,73.8299372
decorator,S. N. Carpet & Furnishing (Best place for interior products in Goa),"shop no 8, 2, Al Ameen Complex Road, Santa Cruz, Kujra Velem Bhat, Goa 403005, India",5,ChIJ45aMyG6_vzsRY6M4g8IScFw,40,+91 95953 16695,https://maps.google.com/?cid=6660844475515446115,NAN,https://lh3.googleusercontent.com/places/ANXAkqE1bL6PLd9NxqfQ16m6faCnYgREsnii-87qHIkQa77BPPei_O5WHpP39qW-HvJ5Q3eZAD4KaIaj5-TOQoHLkv8_zAK1Pa5X8BA=s1600-w400,15.4732342,73.8491684
